reg_number;law;method;status;subject;customer;customer_code;price_rub;published;updated;deadline;url
0356200024426000043;44-ФЗ;Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ;Определение поставщика завершено;;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ПЕРМСКОГО КРАЯ ""УПРАВЛЕНИЕ ГОСУДАРСТВЕННОЙ ПРОТИВОПОЖАРНОЙ СЛУЖБЫ ПЕРМСКОГО КРАЯ""";03562000244;76666.75;22.09.2026;22.09.2026;;/epz/order/notice/ezt20/view/common-info.html?regNumber=0356200024426000043
0301300023126000091;44-ФЗ;Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ;Определение поставщика завершено;;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ РЕСПУБЛИКИ БАШКОРТОСТАН АКЪЯРСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА;03013000231;60200.0;22.09.2026;22.09.2026;;/epz/order/notice/ezt20/view/common-info.html?regNumber=0301300023126000091
0373100028126000306;44-ФЗ;Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ;Определение поставщика завершено;;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ ""МЭИ""";03731000281;486400.02;22.09.2026;22.09.2026;;/epz/order/notice/ezt20/view/common-info.html?regNumber=0373100028126000306
0332200068026000027;44-ФЗ;Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ;Определение поставщика завершено;;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ НИЖЕГОРОДСКОЙ ОБЛАСТИ ""ЭКОЛОГИЯ РЕГИОНА""";03322000680;2200000.0;22.09.2026;22.09.2026;;/epz/order/notice/ezt20/view/common-info.html?regNumber=0332200068026000027
0321500001526000316;44-ФЗ;Электронный аукцион;Подача заявок;"Поставка инертных материалов для нужд Буденновского филиала ГБУ СК ""Стававтодор""";"БУДЕННОВСКИЙ ФИЛИАЛ ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ СТАВРОПОЛЬСКОГО КРАЯ ""СТАВАВТОДОР"" (БУДЕННОВСКИЙ ФИЛИАЛ ГБУ СК ""СТАВАВТОДОР"")";03215000015;2999745.0;22.09.2026;22.09.2026;30.09.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0321500001526000316
0136300019926000082;44-ФЗ;Запрос котировок в электронной форме;Подача заявок;Поставка нефтепродуктов (АИ-92, ДТ) на 4 квартал 2026 года;АДМИНИСТРАЦИЯ ЛЕСНОГО МУНИЦИПАЛЬНОГО ОКРУГА ТВЕРСКОЙ ОБЛАСТИ;01363000199;27070.3;21.09.2026;22.09.2026;29.09.2026;/epz/order/notice/zk20/view/common-info.html?regNumber=0136300019926000082
0345300134326000023;44-ФЗ;Электронный аукцион;Определение поставщика отменено;Поставка специальных материалов (масла, жидкости, смазки);"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""АЛЬТЕРНАТИВА""";03453001343;25000.0;15.09.2026;22.09.2026;23.09.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0345300134326000023
0356200024426000042;44-ФЗ;Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ;Определение поставщика завершено;;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ПЕРМСКОГО КРАЯ ""УПРАВЛЕНИЕ ГОСУДАРСТВЕННОЙ ПРОТИВОПОЖАРНОЙ СЛУЖБЫ ПЕРМСКОГО КРАЯ""";03562000244;76666.75;22.09.2026;22.09.2026;;/epz/order/notice/ezt20/view/common-info.html?regNumber=0356200024426000042
0135500000526000002;44-ФЗ;Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ;Определение поставщика завершено;;СЛУЖБА ПО ПРОТИВОДЕЙСТВИЮ КОРРУПЦИИ КАЛИНИНГРАДСКОЙ ОБЛАСТИ;01355000005;16423.33;22.09.2026;22.09.2026;;/epz/order/notice/ezt20/view/common-info.html?regNumber=0135500000526000002
0345500001226000097;44-ФЗ;Электронный аукцион;Подача заявок;Оказание услуг по организации питания всех клиентских групп Всероссийского форума «Приоритеты безопасности» в рамках деятельности Круглогодичного молодежного центра «Безопасность и профилактика» в 2026 году;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ПАТРИОТИЧЕСКОГО ВОСПИТАНИЯ""";03455000012;1864000.0;15.09.2026;22.09.2026;28.09.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0345500001226000097
0303300006526000017;44-ФЗ;Электронный аукцион;Подача заявок;Работы по ямочному ремонту дорожного покрытия в г. Буйнакск в 2026 году II этап;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА ГОРОДА БУЙНАКСКА""";03033000065;3300000.0;22.09.2026;22.09.2026;30.09.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0303300006526000017
0345500001226000099;44-ФЗ;Электронный аукцион;Подача заявок;Оказание услуг по организации проживания всех клиентских групп Всероссийского форума «Приоритеты безопасности» в рамках деятельности Круглогодичного молодежного центра «Безопасность и профилактика» в 2026 году;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЛЕНИНГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ПАТРИОТИЧЕСКОГО ВОСПИТАНИЯ""";03455000012;2262000.0;16.09.2026;22.09.2026;28.09.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0345500001226000099
0373400010926000891;44-ФЗ;Электронный аукцион;Определение поставщика отменено;Поставка медицинских изделий;"МОСКОВСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ОНКОЛОГИЧЕСКИЙ ИНСТИТУТ ИМЕНИ П.А. ГЕРЦЕНА - ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ ""НАЦИОНАЛЬНЫЙ МЕДИЦИНСКИЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР РАДИОЛОГИИ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ";03734000109;1500000.0;15.09.2026;22.09.2026;23.09.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0373400010926000891
0319200044426000046;44-ФЗ;Запрос котировок в электронной форме;Подача заявок;Поставка продуктов питания (Масло подсолнечное рафинированное);"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ ""ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ""";03192000444;130500.0;22.09.2026;22.09.2026;30.09.2026;/epz/order/notice/zk20/view/common-info.html?regNumber=0319200044426000046
0311300390626000041;44-ФЗ;Электронный аукцион;Определение поставщика завершено;Продукты питания (овощи на 4 квартал 2026 года);"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ДЕТСКИЙ ЦЕНТР МЕДИЦИНСКОЙ РЕАБИЛИТАЦИИ""";03113003906;126669.4;14.09.2026;22.09.2026;22.09.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0311300390626000041
0800500017426000002;44-ФЗ;Электронный аукцион для торгов по обращению с твердыми коммунальными отходами;Определение поставщика отменено;Оказание услуг по транспортированию твердых коммунальных отходов на территории Самарской области в пределах зоны деятельности регионального оператора по обращению с твердыми коммунальными отходами: Внутригородские районы городского округа Самара: Промышленный район, Кировский район.;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЭКОЛОГИЯ""";08005000174;706757031.2;22.09.2026;22.09.2026;08.10.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0800500017426000002
0335200014926003500;44-ФЗ;Электронный аукцион;Подача заявок;Выполнение работ по объекту: «Благоустройство зеленого сквера в г. Советск Калининградской области»;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КАЛИНИНГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОБЕСПЕЧЕНИЯ ОРГАНИЗАЦИИ И ПРОВЕДЕНИЯ ТОРГОВ""";03352000149;183407825.67;22.09.2026;22.09.2026;02.10.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0335200014926003500
0857500000126000339;44-ФЗ;Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ;Подача заявок;;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ПСКОВСКОЙ ОБЛАСТИ ""УПРАВЛЕНИЕ ЛЕКАРСТВЕННОГО И МЕДИЦИНСКОГО ОБЕСПЕЧЕНИЯ""";08575000001;447600.0;22.09.2026;22.09.2026;;/epz/order/notice/ezt20/view/common-info.html?regNumber=0857500000126000339
0173100001526000090;44-ФЗ;Электронный аукцион;Определение поставщика завершено;Поставка неисключительных прав использования программного обеспечения для компонента подсистемы криптографической защиты информации и электронной подписи Единой автоматизированной информационной системы таможенных органов (обновление действующих лицензий на серверный компонент);ФЕДЕРАЛЬНАЯ ТАМОЖЕННАЯ СЛУЖБА;01731000015;59400000.0;10.09.2026;22.09.2026;18.09.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0173100001526000090
0311300390626000040;44-ФЗ;Электронный аукцион;Определение поставщика завершено;Продукты питания (минтай на 4 квартал 2026 года);"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ДЕТСКИЙ ЦЕНТР МЕДИЦИНСКОЙ РЕАБИЛИТАЦИИ""";03113003906;22649.76;14.09.2026;22.09.2026;22.09.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0311300390626000040
0321300085326000095;44-ФЗ;Электронный аукцион;Подача заявок;Поставка реагентов для клинико-диагностической лаборатории;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ СТАВРОПОЛЬСКОГО КРАЯ ""АЛЕКСАНДРОВСКАЯ РАЙОННАЯ БОЛЬНИЦА""";03213000853;1340619.86;22.09.2026;22.09.2026;30.09.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0321300085326000095
0373100072126001351;44-ФЗ;Электронный аукцион;Подача заявок;Поставка оборудования для нужд ФГБНУ «РНЦХ им. акад. Б.В.Петровского»;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""РОССИЙСКИЙ НАУЧНЫЙ ЦЕНТР ХИРУРГИИ ИМЕНИ АКАДЕМИКА Б.В. ПЕТРОВСКОГО""";03731000721;236000.0;16.09.2026;22.09.2026;28.09.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0373100072126001351
0360300298826000002;44-ФЗ;Запрос котировок в электронной форме;Определение поставщика завершено;"Выполнение работ по устройству фундамента для модульного быстровозводимого корпуса филиала МБУ ДО ""ДЮЦ"" г. Петровска в д. Гудошниково, расположенного по адресу Саратовская область, Петровский район, д. Гудошниково, ул. Пионерская, земельный участок 1А.";"МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ОБРАЗОВАНИЯ ""ДЕТСКО-ЮНОШЕСКИЙ ЦЕНТР Г.ПЕТРОВСКА САРАТОВСКОЙ ОБЛАСТИ""";03603002988;2973749.48;14.09.2026;22.09.2026;21.09.2026;/epz/order/notice/zk20/view/common-info.html?regNumber=0360300298826000002
0311300390626000039;44-ФЗ;Электронный аукцион;Определение поставщика завершено;Продукты питания (компотная смесь на 4 квартал 2026 года);"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ДЕТСКИЙ ЦЕНТР МЕДИЦИНСКОЙ РЕАБИЛИТАЦИИ""";03113003906;12851.0;14.09.2026;22.09.2026;22.09.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0311300390626000039
0879500000126000047;44-ФЗ;Электронный аукцион;Определение поставщика завершено;продукты питания на 2027г.;"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ЛЕЧЕБНО-ПРОФИЛАКТИЧЕСКОЕ УЧРЕЖДЕНИЕ ""РЕСПУБЛИКАНСКАЯ ПСИХИАТРИЧЕСКАЯ БОЛЬНИЦА""";08795000001;439818.0;11.09.2026;22.09.2026;21.09.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0879500000126000047
0357200028826000178;44-ФЗ;Электронный аукцион;Подача заявок;Оказание услуг по ремонту и заправке картриджей;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ПСКОВСКОЙ ОБЛАСТИ ""ПСКОВСКАЯ ГОРОДСКАЯ ПОЛИКЛИНИКА""";03572000288;500000.0;22.09.2026;22.09.2026;01.10.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0357200028826000178
0318300174026000144;44-ФЗ;Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ;Работа комиссии;;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ ПОЛИКЛИНИКА № 27 ГОРОДА КРАСНОДАРА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";03183001740;19200.0;22.09.2026;22.09.2026;;/epz/order/notice/ezt20/view/common-info.html?regNumber=0318300174026000144
0188300000926000092;44-ФЗ;Электронный аукцион;Работа комиссии;Предоставление неисключительных прав на программное обеспечение;АДМИНИСТРАЦИЯ МУНИЦИПАЛЬНОГО ОКРУГА ЭГВЕКИНОТ;01883000009;1656000.0;14.09.2026;22.09.2026;22.09.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0188300000926000092
0335200014926003239;44-ФЗ;Электронный аукцион;Определение поставщика завершено;Оказание услуг по техническому обслуживанию кондиционеров, сплит-систем кондиционирования;"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КАЛИНИНГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОБЕСПЕЧЕНИЯ ОРГАНИЗАЦИИ И ПРОВЕДЕНИЯ ТОРГОВ""";03352000149;141120.0;10.09.2026;22.09.2026;21.09.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0335200014926003239
0303500001526000082;44-ФЗ;Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ;Определение поставщика завершено;;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ ДАГЕСТАН ""ДАГЕСТАНСКИЙ ЦЕНТР МЕДИЦИНЫ КАТАСТРОФ""";03035000015;801391.0;22.09.2026;22.09.2026;;/epz/order/notice/ezt20/view/common-info.html?regNumber=0303500001526000082
0322300002526000152;44-ФЗ;Электронный аукцион;Работа комиссии;Оказание услуг по техническому обслуживанию биохимического анализатора Mindray BS-480, гематологического анализатора Mindray BС-760, с заменой запасных частей;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ ПОЛИКЛИНИКА № 3"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ ХАБАРОВСКОГО КРАЯ";03223000025;289130.0;15.09.2026;22.09.2026;23.09.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0322300002526000152
0322300002526000153;44-ФЗ;Электронный аукцион;Работа комиссии;Поставка наборов реагентов для анализатора биохимического BS-480;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ ПОЛИКЛИНИКА № 3"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ ХАБАРОВСКОГО КРАЯ";03223000025;203632.72;15.09.2026;22.09.2026;23.09.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0322300002526000153
0322300002526000154;44-ФЗ;Электронный аукцион;Работа комиссии;Поставка наборов реагентов для анализатора биохимического BS-480;"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ КЛИНИЧЕСКАЯ ПОЛИКЛИНИКА № 3"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ ХАБАРОВСКОГО КРАЯ";03223000025;429820.04;15.09.2026;22.09.2026;23.09.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0322300002526000154
0379300021026000039;44-ФЗ;Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ;Определение поставщика завершено;;"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""НОГАЙСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ ПОЛИКЛИНИКА""";03793000210;16500.0;22.09.2026;22.09.2026;;/epz/order/notice/ezt20/view/common-info.html?regNumber=0379300021026000039
0151300051526000007;44-ФЗ;Электронный аукцион;Подача заявок;Работы по содержанию в зимний период автомобильных дорог в населённых пунктах Каменского сельсовета Новосибирского района Новосибирской области;АДМИНИСТРАЦИЯ КАМЕНСКОГО СЕЛЬСОВЕТА НОВОСИБИРСКОГО РАЙОНА НОВОСИБИРСКОЙ ОБЛАСТИ;01513000515;11398000.0;22.09.2026;22.09.2026;30.09.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0151300051526000007
0311300390626000038;44-ФЗ;Электронный аукцион;Определение поставщика завершено;Продукты питания (яйцо на 4 квартал 2026 года);"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ДЕТСКИЙ ЦЕНТР МЕДИЦИНСКОЙ РЕАБИЛИТАЦИИ""";03113003906;18504.0;14.09.2026;22.09.2026;22.09.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0311300390626000038
0379300021026000038;44-ФЗ;Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ;Определение поставщика завершено;;"РЕСПУБЛИКАНСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""НОГАЙСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ ПОЛИКЛИНИКА""";03793000210;24600.0;22.09.2026;22.09.2026;;/epz/order/notice/ezt20/view/common-info.html?regNumber=0379300021026000038
0318300105826000097;44-ФЗ;Запрос котировок в электронной форме;Подача заявок;Поставка и установка дополнительных стеллажей для нужд ГБУЗ ГП №12 г. Краснодара МЗ КК;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ ПОЛИКЛИНИКА № 12 ГОРОДА КРАСНОДАРА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ КРАСНОДАРСКОГО КРАЯ";03183001058;200000.0;22.09.2026;22.09.2026;29.09.2026;/epz/order/notice/zk20/view/common-info.html?regNumber=0318300105826000097
0318100051226000091;44-ФЗ;Открытый конкурс в электронной форме;Подача заявок;"Установка освещения на участках км 9+000 - км 11+260 (п. Лермонтово), км 14+000 - км 16+700 (п. Солнечный, п. Чайка, п. Радужный), км 17+190 - км 17+800 (Мотокросс ""Орленок""), км 18+100- км 19+100 (п. Пляхо, ""Орленок""), км 31+000 - км 33+350 (п. Ольгинка), км 40+700 - км 43+100 (п. Тюменский), км 43+000 - км 44+000 (п. Зорька), км 51+800- км 54+000 (Панорама-парк), км 77+070- км 77+850 (сан.""Шепси""), км 82+030- км 82+580 (п. Магри, пост ДПС), км 102+200- км 104+000 (ост. Мамедова щель), км 111+360- км 114+000 (п. Солоники- север), км 119+000- км 120+100 (п. Каткова щель), км 131+250- км 135+450 (п. Головинка), км 138+970- км 139+750 (п. Якорная Щель- север), км 144+600- км 145+600 (сан. «Шексна»), км 156+610- км 157+760 (перевал Лоо), км 161+850- км 163+260 (сан. ""Семашко""), км 170+430- км 171+430 (Мамайский перевал) автомобильной дороги А-147 Джубга - Сочи - граница с Республикой Абхазия, Краснодарский край";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХ ДОРОГ ""ЧЕРНОМОРЬЕ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";03181000512;724441320.0;22.09.2026;22.09.2026;08.10.2026;/epz/order/notice/ok20/view/common-info.html?regNumber=0318100051226000091
0348300050126000088;44-ФЗ;Электронный аукцион;Подача заявок;Закупка стоматологических медицинских изделий (Бумага для определения артикуляции зубов);"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ ""СЕРЕБРЯНО-ПРУДСКАЯ БОЛЬНИЦА""";03483000501;51791.8;22.09.2026;22.09.2026;30.09.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0348300050126000088
0351300161526000208;44-ФЗ;Запрос котировок в электронной форме;Подача заявок;Поставка одноразовых изделий медицинского назначения;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ НОВОСИБИРСКОЙ ОБЛАСТИ ""КЫШТОВСКАЯ ЦЕНТРАЛЬНАЯ РАЙОННАЯ БОЛЬНИЦА""";03513001615;19952.8;22.09.2026;22.09.2026;29.09.2026;/epz/order/notice/zk20/view/common-info.html?regNumber=0351300161526000208
0303500001526000081;44-ФЗ;Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ;Определение поставщика завершено;;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ ДАГЕСТАН ""ДАГЕСТАНСКИЙ ЦЕНТР МЕДИЦИНЫ КАТАСТРОФ""";03035000015;801391.0;22.09.2026;22.09.2026;;/epz/order/notice/ezt20/view/common-info.html?regNumber=0303500001526000081
0311300390626000037;44-ФЗ;Электронный аукцион;Определение поставщика завершено;Продукты питания (мясо говядины бескостное на 4 квартал 2026 года);"ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ДЕТСКИЙ ЦЕНТР МЕДИЦИНСКОЙ РЕАБИЛИТАЦИИ""";03113003906;732080.0;14.09.2026;22.09.2026;22.09.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0311300390626000037
0360300199926000242;44-ФЗ;Закупка, осуществляемая в соответствии с частью 12 статьи 93 Закона № 44-ФЗ;Определение поставщика завершено;;"ГОСУДАРСТВЕННОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""САРАТОВСКАЯ ГОРОДСКАЯ ДЕТСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА""";03603001999;23606.0;22.09.2026;22.09.2026;;/epz/order/notice/ezt20/view/common-info.html?regNumber=0360300199926000242
0335200014926003482;44-ФЗ;Электронный аукцион;Подача заявок;Поставка медицинских изделий (Тепло/влагообменник/ бактериальный фильтр, стерильный);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КАЛИНИНГРАДСКОЙ ОБЛАСТИ ""ЦЕНТР ОБЕСПЕЧЕНИЯ ОРГАНИЗАЦИИ И ПРОВЕДЕНИЯ ТОРГОВ""";03352000149;1000000.0;22.09.2026;22.09.2026;07.10.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0335200014926003482
0319200044426000045;44-ФЗ;Запрос котировок в электронной форме;Подача заявок;Поставка продуктов питания (крупа гречневая);"КРАЕВОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ ""ЦЕНТР СОЦИАЛЬНОГО ОБСЛУЖИВАНИЯ НАСЕЛЕНИЯ""";03192000444;64528.64;22.09.2026;22.09.2026;30.09.2026;/epz/order/notice/zk20/view/common-info.html?regNumber=0319200044426000045
0372200119826000067;44-ФЗ;Электронный аукцион;Подача заявок;"Поставка лекарственного препарата для медицинского применения Золедроновая кислота для Санкт-Петербургского государственного бюджетного учреждения здравоохранения ""Городская поликлиника №112"" в 2026 году";"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ""ГОРОДСКАЯ ПОЛИКЛИНИКА № 112""";03722001198;303672.0;22.09.2026;22.09.2026;30.09.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0372200119826000067
0130600031226000171;44-ФЗ;Электронный аукцион;Подача заявок;Поставка горюче-смазочных материалов;АДМИНИСТРАЦИЯ ВЕЛИКОУСТЮГСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ВОЛОГОДСКОЙ ОБЛАСТИ;01306000312;381832.02;22.09.2026;22.09.2026;01.10.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0130600031226000171
0818500000826006247;44-ФЗ;Электронный аукцион;Подача заявок;Поставка медицинских изделий (Рефрактометр/ Рефрактокератометр автоматический);"ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ КРАСНОДАРСКОГО КРАЯ ""ДИРЕКЦИЯ ГОСУДАРСТВЕННЫХ ЗАКУПОК""";08185000008;1200000.0;22.09.2026;22.09.2026;30.09.2026;/epz/order/notice/ea20/view/common-info.html?regNumber=0818500000826006247
